Société qui factire la location ;Site commercial;Ing Commercial financé;Client;SIRET client;Nom client;Avenant;Commentaire;Date effet;Fin validité;Période Fac;Nb loyers;Somme de Mt financé € HT ;Somme de Mt Loyer intercaoaire HT et /ou 49 € de frais de dossier;Somme de Loyer client € HT 
;;;ELOT0279;49777355600020;ELOTRANS;CTR-039170/0001;"SHARP MX-3060NEU NS 7509512X0 + Accessoires
";19/02/2018;30/06/2023;Trimestrielle;21;3869,55;116,06;254,77
;;;GIACON7031;421730037;SARL GIACONDA - FAMILLE BRECHET;CTR-037645/0001;COPIEUR MULTIFONCTION SHARP MX 3050 - NS 65024080;30/06/2017;30/09/2022;Trimestrielle;21;5452,59;3,82;347,66
;;;SMI1355;82411652900010;SMI;CTR-039583/0001;"SHARP MX-2630NEU NS 85162701 + Accessoires
";25/05/2018;30/09/2023;Trimestrielle;21;3781,9;101,24;249
;;;MARESA4144;26840025600031;MAISON DE RETRAITE DE SARRIANS;CTR-039437/0001;"Lexmark XC9235 ns 7559030002222+ Accessoires + LexmarK XC4140 ns 75287520121X
";23/04/2018;30/06/2023;Trimestrielle;20;4535,05;227,06;299,46
;;;XAVIE1296;421088907;XAVIER VINS;CTR-039031/0001;"+ Accessoires
";16/01/2018;31/03/2022;Trimestrielle;16;6760,89;445,38;534,46
;;;LAEASE3066;75314546500021;LAEASE;CTR-039470/0001;"CANON IR C3525i NS WSH20187 + Accessoires
";14/05/2018;31/08/2023;Mensuelle;63;3367,8;43,55;75
;;Total DECHENAUX Marie;;;;;;;;;;417019,37;9945;27393,22
;;DECHENAUX Sébastien;AFCOM6192;394701536;SARL AFCOM;CTR-039553/0001;"CANON IR C7565I NS XXF00608 + Accessoires
";01/07/2018;30/09/2023;Trimestrielle;21;15280,69;0;917,61
;;;APEICA3351;38002210300028;APEI CARPENTRAS;CTR-029617/0001;"CANON IR ADVANCE C5030I - NS : GNM96316
CANON IR ADVANCE 4025I - NS : HRY03988
CANON LBP7750Cdn NS: MENA014262 - MENA014260";01/01/2013;31/03/2018;Trimestrielle;21;15444;0;956
;;;CCAOP5698;24840016000029;COMMUNAUTE DE COMMUNES AYGUES;CTR-037758/0001;"SHARP BIGPAD 60' NS 7L302242' + Accessoires
";02/08/2017;31/12/2022;Trimestrielle;21;8750,65;352,17;540
;;;CMB;42915351300016;CAPEA;CTR-001407/0008;Contrat Forfait Intégral - DUPOUX AFFRETEMENT;01/07/2016;30/09/2021;Trimestrielle;21;6151,1;0;392,19
;;;;582620878;;CTR-001863/0010;Contrat Forfait Intégral - TRANSPORTS PAUL DUPOUX;01/07/2016;30/09/2021;Trimestrielle;21;11349,26;0;700,36
;;;;43402388300045;;CTR-016196/0005;Contrat Forfait Intégral - R.P.D.A. MIKO;01/07/2015;30/09/2020;Trimestrielle;21;14962,29;0;898,49
;;;;43402388300029;;CTR-024196/0003;Contrat Forfait Intégral - RPDA RELAIS D'OR MIKO;01/07/2016;30/09/2021;Trimestrielle;21;7451;0;475,08
;;;;20000003200017;;CTR-029275/0005;"Contrat Forfait Intégral - MAISON DE RETRAITE INTERCOMMUNALE
";01/07/2014;30/09/2019;Trimestrielle;21;1685;0;110,94
;;;;20000003200017;;CTR-029275/0008;"Contrat Forfait Intégral - MAISON DE RETRAITE INTERCOMMUNALE JONQUIERES
";08/12/2014;31/03/2020;Trimestrielle;21;1685;28,94;110,94
;;;;57262103500086;;CTR-029864/0002;Contrat Forfait Intégral - OGIER CAVE DES PAPES;01/01/2013;31/03/2018;Trimestrielle;21;26349,99;0;1621,58
;;;;34065962200021;;CTR-034507/0001;Contrat Forfait Intégral - ENTREPRISE  PIERRE LAUGIER ;01/07/2015;30/09/2020;Trimestrielle;21;4959;0;316,19
;;;;21840091900013;;CTR-029859/0005;Contrat Forfait Intégral - MAIRIE DE PIOLENC;01/10/2016;31/12/2021;Trimestrielle;21;11290,82;0;696,76
;;;;53897791900017;;CTR-034794/0005;Contrat Forfait Intégral - HORUS SANTE;08/01/2018;31/03/2020;Trimestrielle;8;2833,5;371,19;402,5
;;;;39742414400012;;CTR-017104/0012;Contrat Forfait Intégral - CABINET SAUREL ET ASSOCIES;24/10/2016;31/12/2019;Trimestrielle;12;3656;279,41;372,55
;;;;810797407;;CTR-033670/0007;Contrat Forfait Intégral - SCP MATHIAN  ET ASSOCIES ;01/01/2018;31/03/2023;Trimestrielle;21;20948,27;0;1250,61
;;;;38010042000013;;CTR-008773/0008;Contrat Forfait Intégral - SCP FALQUE ET VIRET ;01/04/2017;30/06/2022;Trimestrielle;21;25985,38;0;1551,33
;;;;268400330;;CTR-037101/0004;Contrat Forfait Intégral - EPHAD ALBERT ARTILLAND;27/02/2017;30/06/2022;Trimestrielle;21;1528;36,89;100,6
;;;;24840016000029;;CTR-030518/0008;"Contrat Forfait Intégral - COMMUNAUTE DE COMMUNES AYGUES
";01/04/2017;30/06/2022;Trimestrielle;21;15974,89;0;953,7
;;;;21840091900013;;CTR-029859/0011;Contrat Forfait Intégral - MAIRIE DE PIOLENC;23/06/2017;30/09/2022;Trimestrielle;21;1592;9,21;104,82
;;;;77571450400021;;CTR-024405/0008;Contrat Forfait Intégral - OGEC NOTRE DAME ORANGE;28/02/2017;30/06/2022;Trimestrielle;21;5243,44;118,87;334,32
;;;;19840921100010;;CTR-030282/0006;Contrat Forfait Intégral - COLLEGE VICTOR SCHOELCHER;05/07/2017;31/12/2022;Trimestrielle;21;13577,36;801,43;837,86
;;;;823165626;;CTR-018671/0005;Contrat Forfait Intégral - AGENCE MAURICE GARCIN;17/07/2017;31/12/2022;Trimestrielle;21;4514,55;237,79;287,85
;;;;410003214;;CTR-038107/0004;Contrat Forfait Intégral - LES PEPINIERISTES PRODUCTEUR;20/10/2017;31/03/2023;Trimestrielle;21;3486,13;182,13;229,53
;;;;24840033500019;;CTR-038377/0001;COPAVO Marché SERVICE DE LOCATION MAINTENANCE DE PHOTOCOPIEURS MULTIFONCTIONS 2017-MAPA-7 - SDX;07/11/2017;06/11/2021;Trimestrielle;16;23777,57;0;1733,95
;;;;21840087700013;;CTR-039145/0001;Marché Mairie D'Orange - Location d’un système multifonctions couleur grand format pour le Service d’ Imprimerie et Reprographie Année  2018-2021 - SDX - Traceur OCE COLORWAVE 600 NS 0495004063;01/04/2018;31/03/2021;Mensuelle;36;30000;0;976,2
;;;;21260229600015;;CTR-039354/0002;"Contrat Forfait Intégral - MAIRIE DE LA PENNE SUR L'OUVEZE

";01/04/2018;30/06/2023;Trimestrielle;21;3514,9;0;231,42
;;;;21840149500013;;CTR-020101/0004;Contrat Forfait Intégral - MAIRIE  DE VIOLES;06/04/2018;30/09/2023;Trimestrielle;21;9500,9;554,09;586,3
;;;COLLEG3033;19840921100010;COLLEGE VICTOR SCHOELCHER;CTR-032527/0001;"SHARP MX-4140NSF - NS 45005394_x000D_
";01/10/2014;31/12/2019;Trimestrielle;21;13531,03;0;835
;;;FEDERA7221;38749337200024;FEDERATION DES SYNDICATS;CTR-033023/0001;"SHARP MX-3140NSF - NS 48003259_x000D_
";01/01/2015;31/03/2020;Trimestrielle;21;11515,34;49;719
;;;GRETA7226;19840005300023;GRETA VAUCLUSE;CTR-035439/0001; ;24/02/2016;31/03/2021;Trimestrielle;20;18314,45;443,29;1090,26
;;;GRETAA1600;19840005300049;GRETA GRAND AVIGNON LUBERON;CTR-033960/0001;"SHARP MX-4140NSF - NS 4511047Y_x000D_
";20/04/2015;30/09/2020;Trimestrielle;21;6822,46;344,18;435
;;;MAIRET6110;20000003200017;MAISON DE RETRAITE INTERCOMMUNALE;CTR-039008/0001;"SHARP MX-3050NEU NS 75061928 + SHARP MX-3111U NS 25082052 + Accessoires
";01/01/2018;31/03/2023;Trimestrielle;21;4719,5;0;300,92
;;;MAIRIE6366;21840091900013;MAIRIE DE PIOLENC;CTR-039435/0001;"SHARP MX-2630 NEU NS 85164961 + Accessoires
";01/07/2018;30/09/2023;Trimestrielle;21;3028,55;0;199,4
;;;MAIRIE9069;21840027300015;MAIRIE DE CADEROUSSE;CTR-035551/0001; ;01/04/2016;31/03/2020;Trimestrielle;16;13818,43;0;1039,45
;;;MAIVAL2045;21840138800010;MAIRIE DE VALREAS;CTR-031446/0001;"MULTIFONCTION SHARP MX-3640NSF - NS 35059459_x000D_
SERVICE SECRETARIAT GENERAL";03/12/2013;31/03/2018;Trimestrielle;16;7293,56;176,52;560
;;;;;;CTR-031446/0002;"MULTIFONCTION SHARP MX-2314NSF - NS 35063227_x000D_
SERVICE ETAT CIVIL";03/12/2013;31/03/2018;Trimestrielle;16;4245,89;102,76;326
;;;;;;CTR-031446/0003;"LEXMARK XM1140 - NS 701532LM4PVT_x000D_
SERVICE ETAT CIVIL";03/12/2013;31/03/2018;Trimestrielle;16;716,33;17,33;55
;;;;;;CTR-031446/0004;"COPIEUR NB SHARP MX-M264NSF - NS 35076873_x000D_
SERVICEPOLICE MUNICIPALE";03/12/2013;31/03/2018;Trimestrielle;16;3177,91;76,91;244
;;;;;;CTR-031916/0001; ;01/04/2014;31/03/2018;Trimestrielle;16;30922,59;0;2325,07
;;;;;;CTR-033849/0001;"SHARP MX-5141NSF - NS 4512153Y BUREAU DU MAIRE_x000D_
MX-2640NSF - NS 4504943Y BUREAU ETUDE _x000D_
MX-2640NSF - NS 4504892Y SERVICE GRH _x000D_
MX-M314N - NS 55031121 AFF SCOLAIRE_x000D_
";01/04/2015;30/06/2020;Trimestrielle;21;28321,86;0;1657
;;;OGEC1093;77571450400021;OGEC NOTRE DAME;CTR-033509/0001;"SHARP MX-C310N - NS 35139671_x000D_
";01/04/2015;30/06/2020;Trimestrielle;21;2251,68;0;150
;;;PEPICO4273;41000321400013;LES PEPINIERISTES PRODUCTEURS ;CTR-035514/0001;"CANON IR C5250i - NS JMN38797 _x000D_
CANON C5045i - NS GPV67306_x000D_
";01/04/2016;30/06/2021;Trimestrielle;21;26767,85;0;1598
;;;PLASTC8540;52226551100025;PLASTCORP;CTR-034228/0001;"CANON IR C5235i - NS JWF85022_x000D_
";24/06/2015;30/09/2020;Trimestrielle;21;6728,36;82;429
;;;BETCER0820;492006242;BET CERRETTI;CTR-033146/0001;"SHARP MX-2640NSF - NS 45032281_x000D_
";01/01/2015;31/03/2020;Trimestrielle;21;7415,3;49;463
;;;PEPICO4274;410003214;LES PEPINIERISTES PRODUCTEUR;CTR-037925/0001;"Solution ZEENDOC FLUX BRONZE 3 Go
";22/09/2017;30/09/2022;Trimestrielle;20;11399;71,37;729,54
;;;DISTIL5381;325034106;DISTILLERIE A. BLACHERE;CTR-039005/0001;"Lexmark C4150 NS 5028648010V40
";01/01/2018;31/12/2020;Trimestrielle;12;1161,23;0;119,5
;;Total DECHENAUX Sébastien;;;;;;;;;;493643,01;4384,48;30964,82
;;DUMONT Guilhem;ADEZPR9964;310809470;ADEZIO PROVENCE;CTR-036270/0001;"SHARP MX-3570 NS - 650798460 pour 444 € - 650805060 pour 483 €+ Accessoires
";01/10/2016;30/09/2019;Trimestrielle;12;9496;0;927
;;;ALPIM9292;44241179900012;ALP IMMOBILIER;CTR-034229/0001;"CANON IR C2025i - NS KWT02531_x000D_
";01/07/2015;30/09/2020;Trimestrielle;21;2278,29;49;150
;;;APPROV4660;30682011900452;SONEPAR MEDITERRANEE;CTR-035594/0001;"CANON IRC5035i - NS GNY62716_x000D_
";01/04/2016;30/06/2021;Trimestrielle;21;6446,05;0;411
;;;ARMAND0173;30420017300041;SAS ARMAND ELEC;CTR-035991/0001;"SHARP MX-2614NSF - NS 25078408_x000D_
";01/07/2016;30/09/2021;Trimestrielle;21;5356,26;0;341,52
;;;AVEC7799;40537547800014;ASSOCIATION AVEC;CTR-039154/0001;"SHARP MX-3060NEU NS 750645200 + Accessoires + Acer Veriton X2640G

";31/01/2018;30/06/2023;Trimestrielle;21;9700,03;399,06;598,59
;;;AXA0231;51934766000010;AGENT AXA STACHINO DOMINIQUE;CTR-034334/0001;SHARP MX-C312 - NS 25133096;19/06/2015;30/09/2020;Trimestrielle;21;2733,9;72,74;180
;;;BETSYL9670;316142058;BETONS GRANULATS SYLVESTRE;CTR-034231/0001;"SHARP MX-2301N - NS 0511960600_x000D_
";25/06/2015;30/09/2020;Trimestrielle;21;2309,18;58,4;142,5
;;;BLEUVER;418450524;BLEU-VERT;CTR-032035/0001;IR ADVANCE D 5250I - NS JMN13908;01/07/2014;30/09/2019;Trimestrielle;21;18326,39;49;1107
;;;CEMGI3875;34484499800148;C.E DE MGI COUTIER;CTR-031448/0001;COPIEUR CANON IRA C2220I - NS LYK12701;01/01/2014;31/03/2019;Trimestrielle;21;8507,53;49;525
;;;CHATEA1523;78323237400018;CHATEAU DE LOURMARIN;CTR-032119/0001;COPIEUR NB SHARP MX-M264NSF - NS 3501962X;01/07/2014;30/09/2019;Trimestrielle;21;2417,46;49;162
;;;CIDFF4100;32396227400037;CIDFF VAUCLUSE;CTR-033979/0001;"MULTIFONCTION SHARP MX-2314NSF - _x000D_
NS 45006887_x000D_
";14/04/2015;30/09/2020;Trimestrielle;21;4611,04;252;294
;;;CLARAN8463;47869552100037;CLARANOR S.A;CTR-033291/0001;"SHARP MX-2610NSF - NS 150558720_x000D_
";01/01/2015;31/12/2019;Trimestrielle;20;6815,08;49;450
;;;CLINIQ0451;37868496300010;CLINIQUE SAINT DIDIER;CTR-036273/0001;"2 X licences IRIS PowerScan +  2 x Scanners DR-C 240 - NS HD414670 - HS414669
";15/09/2016;31/12/2021;Trimestrielle;21;14389,94;154,43;888
;;;;;;CTR-030735/0001;"2 COPIEUR IR ADVANCE C2225I + COPIEUR CANON IRA C2220I +_x000D_
CANON IMAGE RUNNER 2525I ";01/07/2013;30/09/2018;Trimestrielle;21;35198,55;0;2102
;;;CMB;26840001700011;CAPEA;CTR-000865/0006;Contrat Forfait Intégral - MAISON DE RETRAITE SAINT SATURNIN ;01/07/2015;31/12/2019;Trimestrielle;18;4572,83;0;329,06
;;;;30154964800014;;CTR-001118/0024;Contrat Forfait Intégral - PROVENCE MATERIAUX;29/04/2016;30/09/2021;Trimestrielle;21;6200;0;395,31
;;;;40182066700012;;CTR-001464/0005;Contrat Forfait Intégral - SCP BEAUD;01/07/2016;30/09/2021;Trimestrielle;21;5263,91;0;335,63
;;;;38396009300011;;CTR-015241/0015;Contrat Forfait Intégral - SYLVESTRE TRANSPORTS;01/10/2016;31/12/2021;Trimestrielle;21;4282,65;0;277,93
;;;;41103921700012;;CTR-015241/0019;Contrat Forfait Intégral - RICHARD SYLVESTRE PARTICIPATION;01/10/2016;31/12/2021;Trimestrielle;21;17757,1;0;1078,98
;;;;31614205800015;;CTR-015241/0022;"Contrat Forfait Intégral - BETONS GRANULATS SYLVESTRE

";01/10/2016;31/12/2021;Trimestrielle;21;743,38;0;50,91
;;;;21840071100014;;CTR-019077/0006;"Contrat Forfait Intégral - MAIRIE DE MAUBEC_x000D_
AV2";01/10/2014;31/12/2019;Trimestrielle;21;25400;0;1516,38
;;;;37868496300010;;CTR-020252/0011;Contrat Forfait Intégral CLINIQUE ST DIDIER;07/03/2014;30/06/2019;Trimestrielle;21;780;14,58;52,49
;;;;349857029;;CTR-021157/0004;Contrat Forfait Intégral - GTN NETTOYAGE;01/07/2014;30/09/2019;Trimestrielle;21;9459,18;0;590,62
;;;;41486535200010;;CTR-029375/0005;Contrat Forfait Intégral - FROID COMBI;01/01/2016;31/12/2018;Trimestrielle;12;1140;0;117,32
;;;;352798961;;CTR-029590/0006;Contrat Forfait Intégral - LABO PHOTO PROVENCE;01/04/2015;30/06/2020;Trimestrielle;21;2803;0;184,55
;;;;398099325;;CTR-031253/0002;Contrat Forfait Intégral - MULTI CONNEXIONS;02/10/2013;31/03/2019;Trimestrielle;21;8130,89;511,67;517,29
;;;;43399229400010;;CTR-031350/0002;Contrat Forfait Intégral - COMPTOIR DU LUBERON ;01/01/2014;31/03/2019;Trimestrielle;21;3092,98;0;213,66
;;;;47970117900034;;CTR-032029/0006;"Contrat Forfait Intégral - SMURFIT KAPPA_x000D_
";01/01/2016;31/03/2021;Trimestrielle;21;13442,65;0;829,55
;;;;25840065400020;;CTR-035958/0001;"SYNDICAT DES EAUX DURANCE VENTOUX - GDT_x000D_
SHARP MX3570NEU - NS 5508344X0 + Accessoires_x000D_
";28/06/2016;27/06/2021;Trimestrielle;20;4395;0;290,19
;;;;40344476300011;;CTR-029493/0006;Contrat Forfait Intégral - MAISON POUR TOUS CHAMPFLEURY;01/10/2015;31/12/2020;Trimestrielle;21;12866,11;0;803,34
;;;;30154964800014;;CTR-001118/0029;Contrat Forfait Intégral - PROVENCE MATERIAUX;01/04/2018;31/12/2021;Trimestrielle;15;660;0;52,38
;;;;35016902500011;;CTR-009219/0010;Contrat Forfait Intégral - D.S.E;06/03/2018;31/03/2020;Trimestrielle;8;3316,48;136,1;471,11
;;;;26840077700036;;CTR-029805/0002;Contrat Forfait Intégral - FOYER LOGEMENT LES FLORALIES;10/01/2013;30/06/2018;Trimestrielle;21;4200;248,5;276,11
;;;;410439392;;CTR-036512/0004;"Contrat Forfait Intégral - LE SEUIL IMMOBILIER
";03/11/2016;31/12/2021;Trimestrielle;20;4652,45;197,01;307,2
;;;;34490485900032;;CTR-036590/0004;Contrat Forfait Intégral - ARCHITECTE HERVE SEYSSE;19/09/2016;31/12/2021;Trimestrielle;21;2408;20,68;158,54
;;;;55262072600018;;CTR-000781/0004;Contrat Forfait Intégral - MEUBLES BONIS;01/01/2017;31/03/2022;Trimestrielle;21;2587,33;0;170,35
;;;;30154964800014;;CTR-001118/0026;Contrat Forfait Intégral - PROVENCE MATERIAUX;01/10/2016;31/12/2021;Trimestrielle;21;32984;0;1899,22
;;;;449469873;;CTR-017491/0007;Contrat Forfait Intégral - FORMATION EVOLUTION ET SYNERGIE;15/11/2016;31/03/2022;Trimestrielle;21;9381,56;298,37;584,05
;;;;821695574;;CTR-037371/0004;Contrat Forfait Intégral - SCM G-S-T;01/04/2017;30/06/2022;Trimestrielle;21;24802,29;0;1480,7
;;;;50373071500011;;CTR-036720/0004;Contrat Forfait Intégral - ECOTRANS;08/12/2016;31/03/2022;Trimestrielle;21;2750,65;47,24;181,1
;;;;31140450300022;;CTR-001686/0009;Contrat Forfait Intégral - SCP C.BASIN ET V.BASIN-GIGAN;05/05/2017;30/09/2022;Trimestrielle;21;26680,26;997,69;1592,81
;;;;832921449;;CTR-031906/0005;Contrat Forfait Intégral - MEFFRE TRAITEUR EVENTS;01/06/2017;30/09/2022;Trimestrielle;21;23199,97;456,61;1385,04
;;;;809882343;;CTR-037181/0002;Contrat Forfait Intégral - GIRA LED;01/04/2017;31/03/2020;Trimestrielle;12;2307,94;0;235,18
;;;;45152772500019;;CTR-025323/0002;Contrat Forfait Intégral - MIDIFIX;01/04/2017;31/03/2020;Trimestrielle;12;3125;0;318,44
;;;;19840108500016;;CTR-031459/0008;Contrat Forfait Intégral -  COLLEGE ANSELME MATHIEU;24/08/2017;31/12/2022;Trimestrielle;21;22296,03;549,79;1331,07
;;;;35004487100019;;CTR-001543/0006;Contrat Forfait Intégral - SCP DOMENGET- COLIN ET  PONTIER;01/04/2017;30/06/2022;Trimestrielle;21;34393,73;0;1992,02
;;;;480363373;;CTR-030394/0005;Contrat Forfait Intégral - SELARL DE MEDECINS TRACOL;07/08/2017;31/12/2022;Trimestrielle;21;3606,98;141,97;237,48
;;;;41850036900016;;CTR-016796/0021;Contrat Forfait Intégral - SCP CHABAS-PETRUCELLI;01/10/2017;31/12/2022;Trimestrielle;21;59268,33;0;3344,39
;;;;39510213000014;;CTR-019076/0010;"Contrat Forfait Intégral - JEAN LAYTOU
";13/04/2017;30/06/2020;Trimestrielle;12;3293,6;291,36;335,62
;;;;430202663;;CTR-001058/0007;Contrat Forfait Intégral - SECODIM;14/03/2017;31/03/2020;Trimestrielle;12;2138;43,57;217,86
;;;;34759754400019;;CTR-001583/0008;Contrat Forfait Intégral - SCP MAY BOUKHORS ROCHETTE;07/06/2017;30/09/2022;Trimestrielle;21;19627,26;309,03;1171,75
;;;;42438284400019;;CTR-001656/0007;Contrat Forfait Intégral - GROUPE CARDIO VASCULAIRE ;18/07/2017;31/12/2022;Trimestrielle;21;2562;137,51;168,68
;;;;47970117900034;;CTR-032029/0010;"Contrat Forfait Intégral - SMURFIT KAPPA PRF
";03/11/2017;31/12/2020;Trimestrielle;12;6408,85;406,2;633,39
;;;;51923402500012;;CTR-024013/0005;Contrat Forfait Intégral - PROMODAL;01/10/2017;30/09/2021;Trimestrielle;16;4236,39;0;334,89
;;;;31377718700037;;CTR-001128/0007;Contrat Forfait Intégral  - VILLA 84;23/05/2017;30/09/2022;Trimestrielle;21;2938;82,9;193,44
;;;;31894828800028;;CTR-018378/0007;Contrat Forfait Intégral - LA CIGALETTE CENTRE SOCIAL ET CULTUREL;01/10/2017;31/12/2022;Trimestrielle;21;9266,18;0;571,82
;;;;19840108500016;;CTR-031459/0012;Contrat Forfait Intégral - COLLEGE ANSELME MATHIEU;25/09/2017;31/12/2022;Trimestrielle;21;408,25;1,79;27,47
;;;;480363373;;CTR-030394/0009;Contrat Forfait Intégral - SELARL DE MEDECINS TRACOL;02/11/2017;31/03/2023;Trimestrielle;21;1685,68;72,38;110,99
;;;;48358126000013;;CTR-008957/0006;Contrat Forfait Intégral - LA CLEF DES CHAMPS;19/10/2017;31/03/2023;Trimestrielle;21;2087,13;110,53;137,42
;;;COLIS1052;39102934500504;COLIS PRIVE;CTR-034889/0001;"SHARP MX-2614NSF x 20 - NS- 55068266 - 55064496 - 55064666 - 55066036 - 55067986 - 55068036- _x000D_
55068066 - 55068176 - 55068186 - 55068296 - 55068306 - 55068336 - 55068386 - 35107812 - 45081351- _x000D_
45081471- 45082531- 45084431- 45081541- 45069056_x000D_
";01/01/2016;31/12/2019;Trimestrielle;16;70945,2;0;5220
;;;;;;CTR-034892/0001;"SHARP MX-2614NSF x 3 - NS 55122041 - 35108738 - 55045955_x000D_
";01/01/2016;31/12/2019;Trimestrielle;16;10579,17;0;783
;;;;;;CTR-036465/0001;"SHARP MX-2614NSF - NS 65014532
";20/10/2016;31/12/2020;Trimestrielle;16;3170,5;207,1;261
;;;COMMUN0257;34952101300020;CLAUDE COMMUNE;CTR-031464/0001;COPIEUR CANON IRC2380 - NS DCF20624;04/12/2013;03/03/2019;Trimestrielle;21;2354,19;0;155
;;;CONCEP2650;44495029900016;CONCEPT VISION;CTR-038396/0001;"SHARP MX-2614NSF NS 250788180
";01/01/2018;31/03/2023;Trimestrielle;21;2317,11;0;152,56
;;;CZIMER7720;40030511600057;LAURENT CZIMER TRANSPORT;CTR-031722/0001;CANON IR ADVANCE 400I - NS QLC03913;11/02/2014;31/03/2019;Trimestrielle;20;3657,46;184,57;249
;;;DRUIDE1795;383883097;SCM LES DRUIDES;CTR-039287/0001;"SHARP MX-3114NSF NS 35043161
";01/04/2018;30/06/2023;Trimestrielle;21;3576,89;0;235,5
;;;FLAUD5000;51964314200010;AMBULANCES FLAUD & COMTE;CTR-035562/0001;"Lexmark XM3150  - NS 70165HH06XBF + 2 magasins papier_x000D_
";29/03/2016;31/03/2021;Trimestrielle;20;1209,7;2,77;84
;;;;;;CTR-036209/0001;"LexmarK XM1140 - NS 70156PLM13N6Z + 2 magasins papier_x000D_
";11/08/2016;30/09/2019;Trimestrielle;12;720,76;41,12;74,17
;;;HOPGOR7200;26840015700049;HOPITAL DE GORDES;CTR-033814/0001;"SHARP MX-2614NSF - NS 4509110Y_x000D_
";01/04/2015;30/06/2020;Trimestrielle;21;3645,2;0;240
;;;LUBERO0025;48807933600019;LUBERON CREATION;CTR-035231/0001;"SHARP MX-2301N - NS 0503199200_x000D_
";19/01/2016;30/06/2021;Trimestrielle;21;2126,37;161,31;140
;;;MAEVAT4892;39805835400018;ASSOCIATION MAEVAT;CTR-035936/0001;"CANON IR C3325I - NS QTS18699 - QTS18764 + Accessoires_x000D_
";01/07/2016;30/09/2021;Trimestrielle;21;7057,72;0;450
;;;MAIFON3179;218401396;MAIRIE DE FONTAINE DE VAUCLUSE ;CTR-029849/0001;MULTIFONCTION SHARP MX-2300N - NS : 98023541;01/01/2013;31/03/2018;Trimestrielle;21;2666,86;0;181
;;;MAISAU3279;21840124800016;MAIRIE DE SAUMANE;CTR-033704/0001;"CANON IR C2225i - NS LYE59568 - NS 39759_x000D_
IR 3225 - NS 39760_x000D_
";01/04/2015;30/06/2020;Trimestrielle;21;18784,26;0;1128
;;;OTI7022;200040624;CCPAL OTI;CTR-029757/0001;COPIEUR CANON ADVANCE C2020I - NS : FAK16906;01/01/2013;31/03/2018;Trimestrielle;21;8409,3;0;535
;;;PEPINI2805;50386671700013;EARL PEPINIERES COTE SUD;CTR-036988/0001;"SHARP MX-3060NEU NS 6512226X0 + Accessoires
";01/04/2017;30/06/2022;Trimestrielle;21;4772,87;0;307
;;;PROVTP9281;39500319700013;PROVENCALE DE T.P;CTR-031091/0001;COPIEUR SHARP MX-B201DNFSF - NS 38008908;20/09/2013;31/12/2018;Trimestrielle;21;825,21;6,28;52,5
;;;RAPUNZ6927;38046510400046;RAIPONCE;CTR-034639/0001;"CANON IR 400i - NS QLC18541 -QLC19072 -QLC19075 -QLC18673 _x000D_
QLC20511_x000D_
";01/10/2015;31/12/2020;Trimestrielle;21;26405;0;1192
;;;;;;CTR-036769/0001;"CANON C351if NS QNV04680 + Accessoires
";14/12/2016;31/03/2022;Trimestrielle;21;4862;60,65;310
;;;;;;CTR-037274/0001;"CANON IR 1435IF NS RZR09690
";19/04/2017;30/09/2022;Trimestrielle;21;2050;108,3;135
;;;;;;CTR-039197/0001;CANON Image Press C650 + Accessoires NS : WUD11558;01/04/2018;30/06/2023;Trimestrielle;21;62756,4;0;3501,27
;;;REGIES;44538241900023;REGIE QUARTIER GRAND AVIGNON;CTR-032457/0001;"SHARP MX-2314NSF - NS 45124263_x000D_
";02/09/2014;31/12/2019;Trimestrielle;21;4187,58;133,16;267
;;;ROCLIN9081;80879790600019;ROC'LINE;CTR-034333/0001;MULTIFONCTION SHARP MX-2314 - NS 551329110;11/06/2015;30/09/2020;Trimestrielle;21;2309,18;80,32;142,5
;;;SADEC1060;33078339000033;SADEC CLAIR LOGIS;CTR-034232/0001;"SHARP MX-2614NSF - NS 45096000_x000D_
";01/07/2015;30/09/2020;Trimestrielle;21;3751,52;0;247
;;;SAVEUR6060;352970412;GROUPE SAVEUR ET PASSION;CTR-033441/0001;"SHARP MX-2314NSF - NS 45006657_x000D_
";01/01/2015;31/03/2020;Trimestrielle;21;5222,71;49;333
;;;;;;CTR-034883/0001;"SHARP AR-6023DEU - NS 53025674_x000D_
";09/11/2015;31/03/2021;Trimestrielle;21;1270,62;98,26;85,5
;;;SPORTE2551;81046542700013;JET MARINE - SARL SPORT EVASION;CTR-034095/0001;"SHARP MX-2314NSF - NS 55132671_x000D_
";15/05/2015;30/09/2020;Trimestrielle;21;2309,18;122,6;142,5
;;;STARTE3434;34777848200021;STARTER 84;CTR-028981/0001;MULTIFONCTION SHARP MX-1800N - NS : 7500072600;28/08/2012;30/09/2017;Trimestrielle;20;3419,29;88,7;240
;;;SYNBAS8181;25840143900041;EPAGE DU SUD OUEST MONT VENTOUX;CTR-030424/0001;CANON IR ADVANCE C2020L - NS : FAJ11908;18/04/2013;30/09/2018;Trimestrielle;21;3816,12;210,62;259
;;;TARBOU4440;31437093300025;SCP TARBOURIECH ET SIBUT BOURDE;CTR-033836/0001;"SHARP MX-365NSF - NS 45030477 _x000D_
MX-3140NSF - NS 58009371 _x000D_
LEXMARK XM3150 - NS 701645HH05BN6 - _x000D_
NS 701645HH05BM8 - NS 701655HH05DPT - NS 701645HH05BLY_x000D_
";01/04/2015;30/06/2020;Trimestrielle;21;22814,07;0;1362
